"Agency","Subagency","accountID","Title","Obligation"
"Department of Transportation","National Highway Traffic Safety Administration",1883,"State and Community Highway Safety, Liquidation of Contract Authorization, National Highway Traffic Safety Administration, Transportation",0
"Department of Transportation","National Highway Traffic Safety Administration",1886,"National Driver Register Modernization, National Highway Traffic Safety Administration, Transportation",0
"Department of Transportation","National Highway Traffic Safety Administration",1887,"Next Generation 911 Implementation Grants, National Highway Traffic Safety Administration, Transportation",0
"Department of Transportation","National Highway Traffic Safety Administration",1997,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",52665066.91
"Department of Transportation","National Highway Traffic Safety Administration",2033,"National Driver Register, National Highway Traffic Safety Administration, Transportation",0
"Department of Transportation","National Highway Traffic Safety Administration",2000,"Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation",254490492.2
"Department of Transportation","Federal Railroad Administration",1888,"Safety and Operations, Federal Railroad Administration, Transportation",88331738.12
"Department of Transportation","Federal Railroad Administration",1800,"Rail Service Assistance, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1893,"Rail Labor Assistance, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1894,"Local Rail Freight Assistance, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1890,"Railroad Safety, Federal Railroad Administration, Transportation",729537
"Department of Transportation","Federal Railroad Administration",1904,"Railroad Research and Development, Federal Railroad Administration, Transportation",6529952.18
"Department of Transportation","Federal Railroad Administration",1891,"Railroad Research, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1900,"Pennsylvania Station Redevelopment Project, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1903,"Alaska Railroad Rehabilitation, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1892,"Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1901,"Capital Grants to the National Railroad Passenger Corporation - Recovery Act, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1799,"Operating Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1803,"Capital and Debt Service Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation",6423440.24
"Department of Transportation","Federal Railroad Administration",1951,"National Network Grants to the National Railroad Passenger Corporation, Transportation",660754999.71
"Department of Transportation","Federal Railroad Administration",1950,"Northeast Corridor Grants to the National Railroad Passenger Corporation, Transportation",131665905
"Department of Transportation","Federal Railroad Administration",1802,"Railroad Rehabilitation and Repair, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1798,"Efficiency Incentive Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1895,"Passenger Rail Service, Capital Assistance to States - Intercity, Federal Railroad Administration, Transportation",80875
"Department of Transportation","Federal Railroad Administration",1898,"Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service, Federal Railroad Administration, Transportation",1209999.4
"Department of Transportation","Federal Railroad Administration",1897,"Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service - Recovery Act, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1899,"Next Generation High Speed Rail, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",2051,"High-Speed Ground Transportation, Liquidation of Contract Authorization, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1801,"Northeast Corridor Improvement Program, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1902,"Rhode Island Rail Development, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1907,"West Virginia Rail Development, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1896,"Rail Line Relocation and Improvement Program, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1889,"Railroad Safety Technology Program, Federal Railroad Administration, Transportation",0
"Department of Transportation","Federal Railroad Administration",1906,"Railroad Rehabilitation and Improvement Program Account, Federal Railroad Administration, Transportation",0
